"film_id","actor_id","title","first_name","last_name","rental_duration","rental_rate","length","replacement_cost","rating"
130,144,"Celebrity Horn","Angela","Witherspoon",7,"0.99",110,"24.99","PG-13"
135,144,"Chance Resurrection","Angela","Witherspoon",3,"2.99",70,"22.99","R"
164,144,"Coast Rainbow","Angela","Witherspoon",4,"0.99",55,"20.99","PG"
184,144,"Core Suit","Angela","Witherspoon",3,"2.99",92,"24.99","PG-13"
216,144,"Day Unfaithful","Angela","Witherspoon",3,"4.99",113,"16.99","G"
228,144,"Detective Vision","Angela","Witherspoon",4,"0.99",143,"16.99","PG-13"
260,144,"Dude Blindness","Angela","Witherspoon",3,"4.99",132,"9.99","G"
272,144,"Edge Kissing","Angela","Witherspoon",5,"4.99",153,"9.99","NC-17"
291,144,"Evolution Alter","Angela","Witherspoon",5,"0.99",174,"10.99","PG-13"
293,144,"Exorcist Sting","Angela","Witherspoon",6,"2.99",167,"17.99","G"
312,144,"Fiddler Lost","Angela","Witherspoon",4,"4.99",75,"20.99","R"
393,144,"Halloween Nuts","Angela","Witherspoon",6,"2.99",47,"19.99","PG-13"
396,144,"Hanging Deep","Angela","Witherspoon",5,"4.99",62,"18.99","G"
473,144,"Jacket Frisco","Angela","Witherspoon",5,"2.99",181,"16.99","PG-13"
504,144,"Kwai Homeward","Angela","Witherspoon",5,"0.99",46,"25.99","PG-13"
540,144,"Lucky Flying","Angela","Witherspoon",7,"2.99",97,"10.99","PG-13"
599,144,"Mother Oleander","Angela","Witherspoon",3,"0.99",103,"20.99","R"
668,144,"Peak Forever","Angela","Witherspoon",7,"4.99",80,"25.99","PG"
702,144,"Pulp Beverly","Angela","Witherspoon",4,"2.99",89,"12.99","G"
753,144,"Rush Goodfellas","Angela","Witherspoon",3,"0.99",48,"20.99","PG"
762,144,"Sassy Packer","Angela","Witherspoon",6,"0.99",154,"29.99","G"
776,144,"Secret Groundhog","Angela","Witherspoon",6,"4.99",90,"11.99","PG"
785,144,"Shawshank Bubble","Angela","Witherspoon",6,"4.99",80,"20.99","PG"
845,144,"Stepmom Dream","Angela","Witherspoon",7,"4.99",48,"9.99","NC-17"
894,144,"Tomatoes Hellfighters","Angela","Witherspoon",6,"0.99",68,"23.99","PG"
953,144,"Wait Cider","Angela","Witherspoon",3,"0.99",112,"9.99","PG-13"
39,145,"Armageddon Lost","Kim","Allen",5,"0.99",99,"10.99","G"
109,145,"Butterfly Chocolat","Kim","Allen",3,"0.99",89,"17.99","G"
120,145,"Caribbean Liberty","Kim","Allen",3,"4.99",92,"16.99","NC-17"
154,145,"Clash Freddy","Kim","Allen",6,"2.99",81,"12.99","G"
155,145,"Cleopatra Devil","Kim","Allen",6,"0.99",150,"26.99","PG-13"
243,145,"Doors President","Kim","Allen",3,"4.99",49,"22.99","NC-17"
293,145,"Exorcist Sting","Kim","Allen",6,"2.99",167,"17.99","G"
402,145,"Harper Dying","Kim","Allen",3,"0.99",52,"15.99","G"
409,145,"Heartbreakers Bright","Kim","Allen",3,"4.99",59,"9.99","G"
457,145,"Independence Hotel","Kim","Allen",5,"0.99",157,"21.99","NC-17"
475,145,"Japanese Run","Kim","Allen",6,"0.99",135,"29.99","G"
487,145,"Jingle Sagebrush","Kim","Allen",6,"4.99",124,"29.99","PG-13"
494,145,"Karate Moon","Kim","Allen",4,"0.99",120,"21.99","PG-13"
527,145,"Lola Agent","Kim","Allen",4,"4.99",85,"24.99","PG"
592,145,"Monster Spartacus","Kim","Allen",6,"2.99",107,"28.99","PG"
625,145,"None Spiking","Kim","Allen",3,"0.99",83,"18.99","NC-17"
629,145,"Notorious Reunion","Kim","Allen",7,"0.99",128,"9.99","NC-17"
641,145,"Orange Grapes","Kim","Allen",4,"0.99",76,"21.99","PG-13"
661,145,"Past Suicides","Kim","Allen",5,"4.99",157,"17.99","PG-13"
664,145,"Patriot Roman","Kim","Allen",6,"2.99",65,"12.99","PG"
692,145,"Potluck Mixed","Kim","Allen",3,"2.99",179,"10.99","G"
713,145,"Rainbow Shock","Kim","Allen",3,"4.99",74,"14.99","PG"
726,145,"Reservoir Adaptation","Kim","Allen",7,"2.99",61,"29.99","PG-13"
748,145,"Rugrats Shakespeare","Kim","Allen",4,"0.99",109,"16.99","PG-13"
822,145,"Soup Wisdom","Kim","Allen",6,"0.99",169,"12.99","R"
893,145,"Titans Jerk","Kim","Allen",4,"4.99",91,"11.99","PG"
923,145,"Unfaithful Kill","Kim","Allen",7,"2.99",78,"12.99","R"
953,145,"Wait Cider","Kim","Allen",3,"0.99",112,"9.99","PG-13"
12,146,"Alaska Phantom","Albert","Johansson",6,"0.99",136,"22.99","PG"
16,146,"Alley Evolution","Albert","Johansson",6,"2.99",180,"23.99","NC-17"
33,146,"Apollo Teen","Albert","Johansson",5,"2.99",153,"15.99","PG-13"
117,146,"Candles Grapes","Albert","Johansson",6,"4.99",135,"15.99","NC-17"
177,146,"Connecticut Tramp","Albert","Johansson",4,"4.99",172,"20.99","R"
191,146,"Crooked Frogmen","Albert","Johansson",6,"0.99",143,"27.99","PG-13"
197,146,"Crusade Honey","Albert","Johansson",4,"2.99",112,"27.99","R"
207,146,"Dangerous Uptown","Albert","Johansson",7,"4.99",121,"26.99","PG"
218,146,"Deceiver Betrayed","Albert","Johansson",7,"0.99",122,"22.99","NC-17"
278,146,"Elf Murder","Albert","Johansson",4,"4.99",155,"19.99","NC-17"
296,146,"Express Lonely","Albert","Johansson",5,"2.99",178,"23.99","R"
314,146,"Fight Jawbreaker","Albert","Johansson",3,"0.99",91,"13.99","R"
320,146,"Flamingos Connecticut","Albert","Johansson",4,"4.99",80,"28.99","PG-13"
372,146,"Graceland Dynamite","Albert","Johansson",5,"4.99",140,"26.99","R"
384,146,"Grosse Wonderful","Albert","Johansson",5,"4.99",49,"19.99","R"
402,146,"Harper Dying","Albert","Johansson",3,"0.99",52,"15.99","G"
410,146,"Heaven Freedom","Albert","Johansson",7,"2.99",48,"19.99","PG"
427,146,"Homeward Cider","Albert","Johansson",5,"0.99",103,"19.99","R"
429,146,"Honey Ties","Albert","Johansson",3,"0.99",84,"29.99","R"
512,146,"League Hellfighters","Albert","Johansson",5,"4.99",110,"25.99","PG-13"
514,146,"Lebowski Soldiers","Albert","Johansson",6,"2.99",69,"17.99","PG-13"
571,146,"Metal Armageddon","Albert","Johansson",6,"2.99",161,"26.99","PG-13"
591,146,"Monsoon Cause","Albert","Johansson",6,"4.99",182,"20.99","PG"
720,146,"Redemption Comforts","Albert","Johansson",3,"2.99",179,"20.99","NC-17"
731,146,"Right Cranes","Albert","Johansson",7,"4.99",153,"29.99","PG-13"
734,146,"Road Roxanne","Albert","Johansson",4,"4.99",158,"12.99","R"
871,146,"Sweden Shining","Albert","Johansson",6,"4.99",176,"19.99","PG"
909,146,"Treasure Command","Albert","Johansson",3,"0.99",102,"28.99","PG-13"
922,146,"Undefeated Dalmations","Albert","Johansson",7,"4.99",107,"22.99","PG-13"
945,146,"Virginian Pluto","Albert","Johansson",5,"0.99",164,"22.99","R"
955,146,"Walls Artist","Albert","Johansson",7,"4.99",135,"19.99","PG"
966,146,"Wedding Apollo","Albert","Johansson",3,"0.99",70,"14.99","PG"
969,146,"West Lion","Albert","Johansson",4,"4.99",159,"29.99","G"
4,147,"Affair Prejudice","Fay","Winslet",5,"2.99",117,"26.99","G"
85,147,"Bonnie Holocaust","Fay","Winslet",4,"0.99",63,"29.99","G"
131,147,"Center Dinosaur","Fay","Winslet",5,"4.99",152,"12.99","PG"
139,147,"Chasing Fight","Fay","Winslet",7,"4.99",114,"21.99","PG"
145,147,"Chisum Behavior","Fay","Winslet",5,"4.99",124,"25.99","G"
178,147,"Connection Microcosmos","Fay","Winslet",6,"0.99",115,"25.99","G"
251,147,"Dragonfly Strangers","Fay","Winslet",6,"4.99",133,"19.99","NC-17"
254,147,"Driver Annie","Fay","Winslet",4,"2.99",159,"11.99","PG-13"
295,147,"Expendable Stallion","Fay","Winslet",3,"0.99",97,"14.99","PG"
298,147,"Eyes Driving","Fay","Winslet",4,"2.99",172,"13.99","PG-13"
305,147,"Fatal Haunted","Fay","Winslet",6,"2.99",91,"24.99","PG"
310,147,"Fever Empire","Fay","Winslet",5,"4.99",158,"20.99","R"
318,147,"Firehouse Vietnam","Fay","Winslet",7,"0.99",103,"14.99","G"
333,147,"Freaky Pocus","Fay","Winslet",7,"2.99",126,"16.99","R"
341,147,"Frost Head","Fay","Winslet",5,"0.99",82,"13.99","PG"
351,147,"Gaslight Crusade","Fay","Winslet",4,"2.99",106,"10.99","PG"
394,147,"Hamlet Wisdom","Fay","Winslet",7,"2.99",146,"21.99","R"
402,147,"Harper Dying","Fay","Winslet",3,"0.99",52,"15.99","G"
405,147,"Haunted Antitrust","Fay","Winslet",6,"4.99",76,"13.99","NC-17"
410,147,"Heaven Freedom","Fay","Winslet",7,"2.99",48,"19.99","PG"
431,147,"Hoosiers Birdcage","Fay","Winslet",3,"2.99",176,"12.99","G"
443,147,"Hurricane Affair","Fay","Winslet",6,"2.99",49,"11.99","PG"
508,147,"Lambs Cincinatti","Fay","Winslet",6,"4.99",144,"18.99","PG-13"
554,147,"Malkovich Pet","Fay","Winslet",6,"2.99",159,"22.99","G"
563,147,"Massacre Usual","Fay","Winslet",6,"4.99",165,"16.99","R"
649,147,"Oz Liaisons","Fay","Winslet",4,"2.99",85,"14.99","R"
688,147,"Polish Brooklyn","Fay","Winslet",6,"0.99",61,"12.99","PG"
708,147,"Quills Bull","Fay","Winslet",4,"4.99",112,"19.99","R"
864,147,"Sundance Invasion","Fay","Winslet",5,"0.99",92,"21.99","NC-17"
957,147,"War Notting","Fay","Winslet",7,"4.99",80,"26.99","G"
987,147,"Words Hunter","Fay","Winslet",3,"2.99",116,"13.99","PG"
27,148,"Anonymous Human","Emily","Dee",7,"0.99",179,"12.99","NC-17"
57,148,"Basic Easy","Emily","Dee",4,"2.99",90,"18.99","PG-13"
133,148,"Chamber Italian","Emily","Dee",7,"4.99",117,"14.99","NC-17"
149,148,"Christmas Moonshine","Emily","Dee",7,"0.99",150,"21.99","NC-17"
226,148,"Destiny Saturday","Emily","Dee",4,"4.99",56,"20.99","G"
342,148,"Fugitive Maguire","Emily","Dee",7,"4.99",83,"28.99","R"
368,148,"Gone Trouble","Emily","Dee",7,"2.99",84,"20.99","R"
422,148,"Hollow Jeopardy","Emily","Dee",7,"4.99",136,"25.99","NC-17"
468,148,"Invasion Cyclone","Emily","Dee",5,"2.99",97,"12.99","PG"
633,148,"October Submarine","Emily","Dee",6,"4.99",54,"10.99","PG-13"
718,148,"Rebel Airport","Emily","Dee",7,"0.99",73,"24.99","G"
768,148,"Scarface Bang","Emily","Dee",3,"4.99",102,"11.99","PG-13"
772,148,"Sea Virgin","Emily","Dee",4,"2.99",80,"24.99","PG"
792,148,"Shrek License","Emily","Dee",7,"2.99",154,"15.99","PG-13"
53,149,"Bang Kwai","Russell","Temple",5,"2.99",87,"25.99","NC-17"
72,149,"Bill Others","Russell","Temple",6,"2.99",93,"12.99","PG"
95,149,"Breakfast Goldfinger","Russell","Temple",5,"4.99",123,"18.99","G"
118,149,"Canyon Stock","Russell","Temple",7,"0.99",85,"26.99","R"
139,149,"Chasing Fight","Russell","Temple",7,"4.99",114,"21.99","PG"
146,149,"Chitty Lock","Russell","Temple",6,"2.99",107,"24.99","G"
153,149,"Citizen Shrek","Russell","Temple",7,"0.99",165,"18.99","G"
159,149,"Closer Bang","Russell","Temple",5,"4.99",58,"12.99","R"
169,149,"Comforts Rush","Russell","Temple",3,"2.99",76,"19.99","NC-17"
178,149,"Connection Microcosmos","Russell","Temple",6,"0.99",115,"25.99","G"
188,149,"Crazy Home","Russell","Temple",7,"2.99",136,"24.99","PG"
193,149,"Crossroads Casualties","Russell","Temple",5,"2.99",153,"20.99","G"
339,149,"Frogmen Breaking","Russell","Temple",5,"0.99",111,"17.99","R"
354,149,"Ghost Groundhog","Russell","Temple",6,"4.99",85,"18.99","G"
362,149,"Glory Tracy","Russell","Temple",7,"2.99",115,"13.99","PG-13"
365,149,"Gold River","Russell","Temple",4,"4.99",154,"21.99","R"
458,149,"Indian Love","Russell","Temple",4,"0.99",135,"26.99","NC-17"
631,149,"Novocaine Flight","Russell","Temple",4,"0.99",64,"11.99","G"
670,149,"Pelican Comforts","Russell","Temple",4,"4.99",48,"17.99","PG"
685,149,"Platoon Instinct","Russell","Temple",6,"4.99",132,"10.99","PG-13"
761,149,"Santa Paris","Russell","Temple",7,"2.99",154,"23.99","PG"
782,149,"Shakespeare Saddle","Russell","Temple",6,"2.99",60,"26.99","PG-13"
810,149,"Slums Duck","Russell","Temple",5,"0.99",147,"21.99","PG"
811,149,"Smile Earring","Russell","Temple",4,"2.99",60,"29.99","G"
899,149,"Towers Hurricane","Russell","Temple",7,"0.99",144,"14.99","NC-17"
905,149,"Trainspotting Strangers","Russell","Temple",7,"4.99",132,"10.99","PG-13"
913,149,"Troopers Metal","Russell","Temple",3,"0.99",115,"20.99","R"
921,149,"Uncut Suicides","Russell","Temple",7,"2.99",172,"29.99","PG-13"
947,149,"Vision Torque","Russell","Temple",5,"0.99",59,"16.99","PG-13"
949,149,"Volcano Texas","Russell","Temple",6,"0.99",157,"27.99","NC-17"
992,149,"Wrath Mile","Russell","Temple",5,"0.99",176,"17.99","NC-17"
23,150,"Anaconda Confessions","Jayne","Nolte",3,"0.99",92,"9.99","R"
63,150,"Bedazzled Married","Jayne","Nolte",6,"0.99",73,"21.99","PG"
75,150,"Bird Independence","Jayne","Nolte",6,"4.99",163,"14.99","G"
94,150,"Braveheart Human","Jayne","Nolte",7,"2.99",176,"14.99","PG-13"
105,150,"Bull Shawshank","Jayne","Nolte",6,"0.99",125,"21.99","NC-17"
168,150,"Comancheros Enemy","Jayne","Nolte",5,"0.99",67,"23.99","R"
190,150,"Creepers Kane","Jayne","Nolte",5,"4.99",172,"23.99","NC-17"
206,150,"Dancing Fever","Jayne","Nolte",6,"0.99",144,"25.99","G"
233,150,"Disciple Mother","Jayne","Nolte",3,"0.99",141,"17.99","PG"
270,150,"Earth Vision","Jayne","Nolte",7,"0.99",85,"29.99","NC-17"
285,150,"English Bulworth","Jayne","Nolte",3,"0.99",51,"18.99","PG-13"
306,150,"Feathers Metal","Jayne","Nolte",3,"0.99",104,"12.99","PG-13"
386,150,"Gump Date","Jayne","Nolte",3,"4.99",53,"12.99","NC-17"
433,150,"Horn Working","Jayne","Nolte",4,"2.99",95,"23.99","PG"
446,150,"Hysterical Grail","Jayne","Nolte",5,"4.99",150,"19.99","PG"
447,150,"Ice Crossing","Jayne","Nolte",5,"2.99",131,"28.99","R"
468,150,"Invasion Cyclone","Jayne","Nolte",5,"2.99",97,"12.99","PG"
508,150,"Lambs Cincinatti","Jayne","Nolte",6,"4.99",144,"18.99","PG-13"
542,150,"Lust Lock","Jayne","Nolte",3,"2.99",52,"28.99","G"
551,150,"Maiden Home","Jayne","Nolte",3,"4.99",138,"9.99","PG"
629,150,"Notorious Reunion","Jayne","Nolte",7,"0.99",128,"9.99","NC-17"
647,150,"Outfield Massacre","Jayne","Nolte",4,"0.99",129,"18.99","NC-17"
672,150,"Perfect Groove","Jayne","Nolte",7,"2.99",82,"17.99","PG-13"
697,150,"Primary Glass","Jayne","Nolte",7,"0.99",53,"16.99","G"
728,150,"Reunion Witches","Jayne","Nolte",3,"0.99",63,"26.99","R"
777,150,"Secretary Rouge","Jayne","Nolte",5,"4.99",158,"10.99","PG"
854,150,"Strangers Graffiti","Jayne","Nolte",4,"4.99",119,"22.99","R"
873,150,"Sweethearts Suspects","Jayne","Nolte",3,"0.99",108,"13.99","G"
880,150,"Telemark Heartbreakers","Jayne","Nolte",6,"2.99",152,"9.99","PG-13"
887,150,"Thief Pelican","Jayne","Nolte",5,"4.99",135,"28.99","PG-13"
889,150,"Ties Hunger","Jayne","Nolte",3,"4.99",111,"28.99","R"
892,150,"Titanic Boondock","Jayne","Nolte",3,"4.99",104,"18.99","R"
953,150,"Wait Cider","Jayne","Nolte",3,"0.99",112,"9.99","PG-13"
962,150,"Wasteland Divine","Jayne","Nolte",7,"2.99",85,"18.99","PG"
131,151,"Center Dinosaur","Geoffrey","Heston",5,"4.99",152,"12.99","PG"
144,151,"Chinatown Gladiator","Geoffrey","Heston",7,"4.99",61,"24.99","PG"
167,151,"Coma Head","Geoffrey","Heston",6,"4.99",109,"10.99","NC-17"
170,151,"Command Darling","Geoffrey","Heston",5,"4.99",120,"28.99","PG-13"
217,151,"Dazed Punk","Geoffrey","Heston",6,"4.99",120,"20.99","G"
232,151,"Dirty Ace","Geoffrey","Heston",7,"2.99",147,"29.99","NC-17"
342,151,"Fugitive Maguire","Geoffrey","Heston",7,"4.99",83,"28.99","R"
367,151,"Goldmine Tycoon","Geoffrey","Heston",6,"0.99",153,"20.99","R"
370,151,"Gorgeous Bingo","Geoffrey","Heston",4,"2.99",108,"26.99","R"
382,151,"Grit Clockwork","Geoffrey","Heston",3,"0.99",137,"21.99","PG"
451,151,"Igby Maker","Geoffrey","Heston",7,"4.99",160,"12.99","NC-17"
463,151,"Instinct Airport","Geoffrey","Heston",4,"2.99",116,"21.99","PG"
482,151,"Jeopardy Encino","Geoffrey","Heston",3,"0.99",102,"12.99","R"
501,151,"Kissing Dolls","Geoffrey","Heston",3,"4.99",141,"9.99","R"
527,151,"Lola Agent","Geoffrey","Heston",4,"4.99",85,"24.99","PG"
539,151,"Luck Opus","Geoffrey","Heston",7,"2.99",152,"21.99","NC-17"
570,151,"Mermaid Insects","Geoffrey","Heston",5,"4.99",104,"20.99","NC-17"
574,151,"Midnight Westward","Geoffrey","Heston",3,"0.99",86,"19.99","G"
634,151,"Odds Boogie","Geoffrey","Heston",6,"0.99",48,"14.99","NC-17"
658,151,"Paris Weekend","Geoffrey","Heston",7,"2.99",121,"19.99","PG-13"
665,151,"Patton Interview","Geoffrey","Heston",4,"2.99",175,"22.99","PG"
703,151,"Punk Divorce","Geoffrey","Heston",6,"4.99",100,"18.99","PG"
880,151,"Telemark Heartbreakers","Geoffrey","Heston",6,"2.99",152,"9.99","PG-13"
892,151,"Titanic Boondock","Geoffrey","Heston",3,"4.99",104,"18.99","R"
895,151,"Tomorrow Hustler","Geoffrey","Heston",3,"2.99",142,"21.99","R"
989,151,"Working Microcosmos","Geoffrey","Heston",4,"4.99",74,"22.99","R"
59,152,"Bear Graceland","Ben","Harris",4,"2.99",160,"20.99","R"
153,152,"Citizen Shrek","Ben","Harris",7,"0.99",165,"18.99","G"
217,152,"Dazed Punk","Ben","Harris",6,"4.99",120,"20.99","G"
248,152,"Dozen Lion","Ben","Harris",6,"4.99",177,"20.99","NC-17"
318,152,"Firehouse Vietnam","Ben","Harris",7,"0.99",103,"14.99","G"
332,152,"Frankenstein Stranger","Ben","Harris",7,"0.99",159,"16.99","NC-17"
475,152,"Japanese Run","Ben","Harris",6,"0.99",135,"29.99","G"
476,152,"Jason Trap","Ben","Harris",5,"2.99",130,"9.99","NC-17"
578,152,"Million Ace","Ben","Harris",4,"4.99",142,"16.99","PG-13"
607,152,"Muppet Mile","Ben","Harris",5,"4.99",50,"18.99","PG"
611,152,"Musketeers Wait","Ben","Harris",7,"4.99",73,"17.99","PG"
615,152,"Nash Chocolat","Ben","Harris",6,"2.99",180,"21.99","PG-13"
674,152,"Pet Haunting","Ben","Harris",3,"0.99",99,"11.99","PG"
680,152,"Pinocchio Simon","Ben","Harris",4,"4.99",103,"21.99","PG"
729,152,"Rider Caddyshack","Ben","Harris",5,"2.99",177,"28.99","PG"
768,152,"Scarface Bang","Ben","Harris",3,"4.99",102,"11.99","PG-13"
821,152,"Sorority Queen","Ben","Harris",6,"0.99",184,"17.99","NC-17"
846,152,"Sting Personal","Ben","Harris",3,"4.99",93,"9.99","NC-17"
891,152,"Timberland Sky","Ben","Harris",3,"0.99",69,"13.99","G"
898,152,"Tourist Pelican","Ben","Harris",4,"4.99",152,"18.99","PG-13"
927,152,"Uprising Uptown","Ben","Harris",6,"2.99",174,"16.99","NC-17"
964,152,"Waterfront Deliverance","Ben","Harris",4,"4.99",61,"17.99","G"
968,152,"Werewolf Lola","Ben","Harris",6,"4.99",79,"19.99","G"
47,153,"Baby Hall","Minnie","Kilmer",5,"4.99",153,"23.99","NC-17"
64,153,"Beethoven Exorcist","Minnie","Kilmer",6,"0.99",151,"26.99","PG-13"
136,153,"Chaplin License","Minnie","Kilmer",7,"2.99",146,"26.99","NC-17"
180,153,"Conspiracy Spirit","Minnie","Kilmer",4,"2.99",184,"27.99","PG-13"
203,153,"Daisy Menagerie","Minnie","Kilmer",5,"4.99",84,"9.99","G"
231,153,"Dinosaur Secretary","Minnie","Kilmer",7,"2.99",63,"27.99","R"
444,153,"Hustler Party","Minnie","Kilmer",3,"4.99",83,"22.99","NC-17"
476,153,"Jason Trap","Minnie","Kilmer",5,"2.99",130,"9.99","NC-17"
480,153,"Jeepers Wedding","Minnie","Kilmer",3,"2.99",84,"29.99","R"
486,153,"Jet Neighbors","Minnie","Kilmer",7,"4.99",59,"14.99","R"
536,153,"Lovely Jingle","Minnie","Kilmer",3,"2.99",65,"18.99","PG"
627,153,"North Tequila","Minnie","Kilmer",4,"4.99",67,"9.99","NC-17"
732,153,"Rings Heartbreakers","Minnie","Kilmer",5,"0.99",58,"17.99","G"
756,153,"Saddle Antitrust","Minnie","Kilmer",7,"2.99",80,"10.99","PG-13"
766,153,"Savannah Town","Minnie","Kilmer",5,"0.99",84,"25.99","PG-13"
817,153,"Soldiers Evolution","Minnie","Kilmer",7,"4.99",185,"27.99","R"
847,153,"Stock Glass","Minnie","Kilmer",7,"2.99",160,"10.99","PG"
919,153,"Tycoon Gathering","Minnie","Kilmer",3,"4.99",82,"17.99","G"
938,153,"Velvet Terminator","Minnie","Kilmer",3,"4.99",173,"14.99","R"
988,153,"Worker Tarzan","Minnie","Kilmer",7,"2.99",139,"26.99","R"
27,154,"Anonymous Human","Meryl","Gibson",7,"0.99",179,"12.99","NC-17"
111,154,"Caddyshack Jedi","Meryl","Gibson",3,"0.99",52,"17.99","NC-17"
141,154,"Chicago North","Meryl","Gibson",6,"4.99",185,"11.99","PG-13"
158,154,"Clones Pinocchio","Meryl","Gibson",6,"2.99",124,"16.99","R"
169,154,"Comforts Rush","Meryl","Gibson",3,"2.99",76,"19.99","NC-17"
170,154,"Command Darling","Meryl","Gibson",5,"4.99",120,"28.99","PG-13"
193,154,"Crossroads Casualties","Meryl","Gibson",5,"2.99",153,"20.99","G"
208,154,"Dares Pluto","Meryl","Gibson",7,"2.99",89,"16.99","PG-13"
274,154,"Egg Igby","Meryl","Gibson",4,"2.99",67,"20.99","PG"
276,154,"Element Freddy","Meryl","Gibson",6,"4.99",115,"28.99","NC-17"
282,154,"Encounters Curtain","Meryl","Gibson",5,"0.99",92,"20.99","NC-17"
299,154,"Factory Dragon","Meryl","Gibson",4,"0.99",144,"9.99","PG-13"
314,154,"Fight Jawbreaker","Meryl","Gibson",3,"0.99",91,"13.99","R"
396,154,"Hanging Deep","Meryl","Gibson",5,"4.99",62,"18.99","G"
399,154,"Happiness United","Meryl","Gibson",6,"2.99",100,"23.99","G"
421,154,"Holiday Games","Meryl","Gibson",7,"4.99",78,"10.99","PG-13"
440,154,"Hunger Roof","Meryl","Gibson",6,"0.99",105,"21.99","G"
467,154,"Intrigue Worst","Meryl","Gibson",6,"0.99",181,"10.99","G"
474,154,"Jade Bunch","Meryl","Gibson",6,"2.99",174,"21.99","NC-17"
489,154,"Juggler Hardly","Meryl","Gibson",4,"0.99",54,"14.99","PG-13"
588,154,"Model Fish","Meryl","Gibson",4,"4.99",175,"11.99","NC-17"
602,154,"Mourning Purple","Meryl","Gibson",5,"0.99",146,"14.99","PG"
680,154,"Pinocchio Simon","Meryl","Gibson",4,"4.99",103,"21.99","PG"
698,154,"Princess Giant","Meryl","Gibson",3,"2.99",71,"29.99","NC-17"
802,154,"Sky Miracle","Meryl","Gibson",7,"2.99",132,"15.99","PG"
842,154,"State Wasteland","Meryl","Gibson",4,"2.99",113,"13.99","NC-17"
954,154,"Wake Jaws","Meryl","Gibson",7,"4.99",73,"18.99","G"
988,154,"Worker Tarzan","Meryl","Gibson",7,"2.99",139,"26.99","R"
20,155,"Amelie Hellfighters","Ian","Tandy",4,"4.99",79,"23.99","R"
67,155,"Berets Agent","Ian","Tandy",5,"2.99",77,"24.99","PG-13"
128,155,"Catch Amistad","Ian","Tandy",7,"0.99",183,"10.99","G"
153,155,"Citizen Shrek","Ian","Tandy",7,"0.99",165,"18.99","G"
220,155,"Deer Virginian","Ian","Tandy",7,"2.99",106,"13.99","NC-17"
249,155,"Dracula Crystal","Ian","Tandy",7,"0.99",176,"26.99","G"
303,155,"Fantasy Troopers","Ian","Tandy",6,"0.99",58,"27.99","PG-13"
312,155,"Fiddler Lost","Ian","Tandy",4,"4.99",75,"20.99","R"
359,155,"Gladiator Westward","Ian","Tandy",6,"4.99",173,"20.99","PG"
361,155,"Gleaming Jawbreaker","Ian","Tandy",5,"2.99",89,"25.99","NC-17"
383,155,"Groove Fiction","Ian","Tandy",6,"0.99",111,"13.99","NC-17"
387,155,"Gun Bonnie","Ian","Tandy",7,"0.99",100,"27.99","G"
407,155,"Hawk Chill","Ian","Tandy",5,"0.99",47,"12.99","PG-13"
427,155,"Homeward Cider","Ian","Tandy",5,"0.99",103,"19.99","R"
459,155,"Informer Double","Ian","Tandy",4,"4.99",74,"23.99","NC-17"
513,155,"Leathernecks Dwarfs","Ian","Tandy",6,"2.99",153,"21.99","PG-13"
584,155,"Mixed Doors","Ian","Tandy",6,"2.99",180,"26.99","PG-13"
590,155,"Money Harold","Ian","Tandy",3,"2.99",135,"17.99","PG"
630,155,"Notting Speakeasy","Ian","Tandy",7,"0.99",48,"19.99","PG-13"
688,155,"Polish Brooklyn","Ian","Tandy",6,"0.99",61,"12.99","PG"
757,155,"Sagebrush Clueless","Ian","Tandy",4,"2.99",106,"28.99","G"
768,155,"Scarface Bang","Ian","Tandy",3,"4.99",102,"11.99","PG-13"
785,155,"Shawshank Bubble","Ian","Tandy",6,"4.99",80,"20.99","PG"
849,155,"Storm Happiness","Ian","Tandy",6,"0.99",57,"28.99","NC-17"
885,155,"Texas Watch","Ian","Tandy",7,"0.99",179,"22.99","NC-17"
890,155,"Tights Dawn","Ian","Tandy",5,"0.99",172,"14.99","R"
941,155,"Videotape Arsenic","Ian","Tandy",4,"4.99",145,"10.99","NC-17"
966,155,"Wedding Apollo","Ian","Tandy",3,"0.99",70,"14.99","PG"
987,155,"Words Hunter","Ian","Tandy",3,"2.99",116,"13.99","PG"
997,155,"Youth Kick","Ian","Tandy",4,"0.99",179,"14.99","NC-17"
1000,155,"Zorro Ark","Ian","Tandy",3,"4.99",50,"18.99","NC-17"
53,156,"Bang Kwai","Fay","Wood",5,"2.99",87,"25.99","NC-17"
155,156,"Cleopatra Devil","Fay","Wood",6,"0.99",150,"26.99","PG-13"
198,156,"Crystal Breaking","Fay","Wood",6,"2.99",184,"22.99","NC-17"
244,156,"Dorado Notting","Fay","Wood",5,"4.99",139,"26.99","NC-17"
262,156,"Dumbo Lust","Fay","Wood",5,"0.99",119,"17.99","NC-17"
263,156,"Durham Panky","Fay","Wood",6,"4.99",154,"14.99","R"
285,156,"English Bulworth","Fay","Wood",3,"0.99",51,"18.99","PG-13"
297,156,"Extraordinary Conquerer","Fay","Wood",6,"2.99",122,"29.99","G"
301,156,"Family Sweet","Fay","Wood",4,"0.99",155,"24.99","R"
349,156,"Gangs Pride","Fay","Wood",4,"2.99",185,"27.99","PG-13"
379,156,"Greedy Roots","Fay","Wood",7,"0.99",166,"14.99","R"
448,156,"Idaho Love","Fay","Wood",3,"2.99",172,"25.99","PG-13"
